NAME,SHARES,PERCENTAGE
TEMASEK HOLDINGS PRIVATE LIMITED,"1,680,704,140",40.37
CITIBANK NOMINEES SINGAPORE PRIVATE LIMITED,"619,812,122",14.89
DBSN SERVICES PRIVATE LIMITED,"430,500,108",10.34
DBS NOMINEES PRIVATE LIMITED,"407,305,998",9.78
HSBC SINGAPORE NOMINEES PRIVATE LIMITED,"231,957,347",5.57
RAFFLES NOMINEES PRIVATE LIMITED,"66,805,980",1.61
BPSS NOMINEES SINGAPORE PRIVATE LIMITED,"38,992,148",0.94
UNITED OVERSEAS BANK NOMINEES PRIVATE LIMITED,"38,160,922",0.92
PHILLIP SECURITIES PRIVATE LIMITED,"18,337,713",0.44
PEI HWA FOUNDATION LIMITED,"12,757,635",0.31
MERRILL LYNCH SINGAPORE PRIVATE LIMITED,"11,919,496",0.29
OCBC SECURITIES PRIVATE LIMITED,"8,208,558",0.2
BNP PARIBAS NOMINEES SINGAPORE PRIVATE LIMITED,"7,121,212",0.17
DB NOMINEES SINGAPORE PRIVATE LIMITED,"6,826,560",0.16
UOB KAY HIAN PRIVATE LIMITED,"5,861,125",0.14
MAYBANK KIM ENG SECURITIES PRIVATE LIMITED,"5,280,626",0.13
DBS VICKERS SECURITIES SINGAPORE PRIVATE LIMITED,"5,225,171",0.13
MORGAN STANLEY ASIA SINGAPORE SECURITIES PRIVATE LIMITED,"3,908,702",0.09
NANYANG GUM BENJAMIN MANUFACTURING PRIVATE LIMITED,"3,410,000",0.08
