NAME,SHARES,PERCENTAGE
TEMASEK HOLDINGS PRIVATE LIMITED,"8,547,830,369",52.35
CITIBANK NOMINEES SINGAPORE PRIVATE LIMITED,"1,966,961,431",12.05
DBS NOMINEES PRIVATE LIMITED,"1,705,277,420",10.44
DBSN SERVICES PRIVATE LIMITED,"987,327,995",6.05
CENTRAL PROVIDENT FUND BOARD,"842,949,906",5.16
HSBC SINGAPORE NOMINEES PRIVATE LIMITED,"612,565,383",3.75
ATRIUM INVESTMENTS PRIVATE LIMITED,"385,581,351",2.36
UNITED OVERSEAS BANK NOMINEES PRIVATE LIMITED,"236,173,687",1.45
RAFFLES NOMINEES PRIVATE LIMITED,"196,333,123",1.2
BPSS NOMINEES SINGAPORE PRIVATE LIMITED,"130,362,240",0.8
SOCIETE GENERALE SINGAPORE BRANCH,"36,296,624",0.22
DB NOMINEES SINGAPORE PRIVATE LIMITED,"34,230,868",0.21
OCBC NOMINEES SINGAPORE PRIVATE LIMITED,"30,118,421",0.18
MAYBANK KIM ENG SECURITIES PRIVATE LIMITED,"24,750,597",0.15
OCBC SECURITIES PRIVATE LIMITED,"16,705,675",0.1
PHILLIP SECURITIES PRIVATE LIMITED,"15,047,593",0.09
UOB KAY HIAN PRIVATE LIMITED,"10,879,016",0.07
MORGAN STANLEY ASIA SINGAPORE SECURITIES PRIVATE LIMITED,"10,728,985",0.07
MERRILL LYNCH SINGAPORE PRIVATE LIMITED,"10,187,942",0.06
BNP PARIBAS NOMINEES SINGAPORE PRIVATE LIMITED,"8,229,085",0.05
