STOCK NAME,STANDARDISED STOCK NAME,CODE,ANNUAL_REPORT_2018,INVESTMENT_CHANNEL,DATA AVAILIABITY,SECTOR
SINGAPORE O&G LTD.,SINGAPORE O&G LIMITED,1D8,https://links.sgx.com/1.0.0/corporate-announcements/W58EF1WBMZGYGX45/SOG%20-%20Annual%20Report%202018.pdf,STOCKS,Yes,Health Care
SINGAPORE POST LIMITED,SINGAPORE POST LIMITED,S08,https://links.sgx.com/1.0.0/corporate-announcements/1LW9XZ3X3QB36KPX/SingPost_AR%20201718.pdf,STOCKS,Yes,Industrials
SINGAPORE PRESS HOLDINGS LIMITED,SINGAPORE PRESS HOLDINGS LIMITED,T39,https://links.sgx.com/1.0.0/corporate-announcements/8E2KXTTSOUSR6BTF/SPH%20Annual%20Report%202018%20-%20revised.pdf,STOCKS,Yes,Communication Services
SINGAPORE REINSURANCE CORPORATION LIMITED,SINGAPORE REINSURANCE CORPORATION LIMITED,S49,https://links.sgx.com/1.0.0/corporate-announcements/YDWP2G9ULHYBPYWZ/Singapore%20Reinsurance%20Corporation%20Limited%20-%20Annual%20Report%202018.pdf,STOCKS,Yes,Financials
SINGAPORE SHIPPING CORPORATION LIMITED,SINGAPORE SHIPPING CORPORATION LIMITED,S19,https://links.sgx.com/1.0.0/corporate-announcements/4PLHQPNIVZXB80I8/SSC_FY2018%20AR.pdf,STOCKS,Yes,Industrials
SINGAPORE TECHNOLOGIES ENGINEERING LTD,SINGAPORE TECHNOLOGIES ENGINEERING LIMITED,S63,https://links.sgx.com/1.0.0/corporate-announcements/IR3REHA6P91WCT1B/Supplementary%20Information%20on%20ST%20Engineering%20Share%20Plans%202010.pdf,STOCKS,Yes,Industrials
SINGAPORE TELECOMMUNICATIONS LIMITED,SINGAPORE TELECOMMUNICATIONS LIMITED,Z74,https://links.sgx.com/1.0.0/corporate-announcements/4UQ2K3OJ1ESF1AB5/2018%20Annual%20Report.pdf,STOCKS,Yes,Communication Services
SINGAPURA FINANCE LTD,SINGAPURA FINANCE LIMITED,S23,https://links.sgx.com/1.0.0/corporate-announcements/L2JDX0LZCTUIUMYP/Singapura%20Finance%20Ltd%20Annual%20Report%202018.pdf,STOCKS,Yes,Financials
SINGHAIYI GROUP LTD.,SINGHAIYI GROUP LIMITED,5H0,https://links.sgx.com/1.0.0/corporate-announcements/AJ0TEF3X200AWVTX/SingHaiyi%20Annual%20Report%202018.pdf,STOCKS,Yes,Real Estate
SINJIA LAND LIMITED,SINJIA LAND LIMITED,5HH,https://links.sgx.com/1.0.0/corporate-announcements/YYE04B1RNPST4R9W/Sinjia%20Land%20Limited%20Annual%20Report%202018.pdf,STOCKS,Yes,Consumer Discretionary
SINO GRANDNESS FOOD INDUSTRY GROUP LIMITED,SINO GRANDNESS FOOD INDUSTRY GROUP LIMITED,T4B,https://links.sgx.com/1.0.0/corporate-announcements/NXDOAJX0P6ME7GN6/Sino%20Grandness%20AR2018.pdf,STOCKS,Yes,Consumer Staples
SINO TECHFIBRE LIMITED,SINO TECHFIBRE LIMITED,AD8,,STOCKS,No,Consumer Discretionary
SINOCLOUD GROUP LIMITED,SINOCLOUD GROUP LIMITED,5EK,https://links.sgx.com/1.0.0/corporate-announcements/LQXHQA1UUTAVEJV9/SinoCloud%20AR2018.pdf,STOCKS,Yes,Information Technology
SINOPEC PETROCHEMICAL,SINOPEC PETROCHEMICAL,,,ADR,No,
SINOPIPE HOLDINGS LIMITED,SINOPIPE HOLDINGS LIMITED,X06,https://links.sgx.com/1.0.0/corporate-announcements/DYM4PT4ONS6I9WFT/Sinopipe_AR18_SGX.pdf,STOCKS,Yes,Materials
SINOSTAR PEC HOLDINGS LIMITED,SINOSTAR PEC HOLDINGS LIMITED,C9Q,https://links.sgx.com/1.0.0/corporate-announcements/QKUNOUX65LZF6EBX/Sinostar%20AR%20combined%20090419_0300pm.pdf,STOCKS,Yes,Energy
SITRA HOLDINGS (INTERNATIONAL) LIMITED,SITRA HOLDINGS (INTERNATIONAL) LIMITED,5LE,https://links.sgx.com/1.0.0/corporate-announcements/FSMUX34NN3YNWO3G/Sitra_AR2018_SGX.pdf,STOCKS,Yes,Consumer Discretionary
SK JEWELLERY GROUP LIMITED,SK JEWELLERY GROUP LIMITED,42G,https://links.sgx.com/1.0.0/corporate-announcements/LHY4KHRXAYSTSZQR/SKG_%20Annual%20Report%20Y2018.pdf,STOCKS,Yes,Consumer Discretionary
SLB DEVELOPMENT LTD.,SLB DEVELOPMENT LIMITED,1J0,https://links.sgx.com/1.0.0/corporate-announcements/DXK1A736GPQTVXKS/SLB%20Development%20Ltd.%20Annual%20Report%202018.pdf,STOCKS,Yes,Real Estate
SOILBUILD CONSTRUCTION GROUP LTD.,SOILBUILD CONSTRUCTION GROUP LIMITED,S7P,https://links.sgx.com/1.0.0/corporate-announcements/73LFUQVFUHX7AMI0/Soilbuild%20Construction%20Group%20Annual%20Report%202018.pdf,STOCKS,Yes,Industrials
SOON LIAN HOLDINGS LIMITED,SOON LIAN HOLDINGS LIMITED,5MD,https://links.sgx.com/1.0.0/corporate-announcements/WECJU82KWODW9JGH/SoonLianHldgs_Annual_Report2018.pdf,STOCKS,Yes,Industrials
SOUP RESTAURANT GROUP LIMITED,SOUP RESTAURANT GROUP LIMITED,5KI,https://links.sgx.com/1.0.0/corporate-announcements/8X8A263K5YS33Y48/Soup%20Restaurant-Annual%20Report%202018.pdf,STOCKS,Yes,Consumer Discretionary
SOUTHERN PACKAGING GROUP LIMITED,SOUTHERN PACKAGING GROUP LIMITED,BQP,https://links.sgx.com/1.0.0/corporate-announcements/8KO0F2458DUB5FMR/SPGL-AR-FY2018.pdf,STOCKS,Yes,Materials
SP CORPORATION LIMITED,SP CORPORATION LIMITED,AWE,https://links.sgx.com/1.0.0/corporate-announcements/200WIXWNGHK87LSW/SBA-190318-2018%20Annual%20Report.pdf,STOCKS,Yes,Industrials
SPACKMAN ENTERTAINMENT GROUP LIMITED,SPACKMAN ENTERTAINMENT GROUP LIMITED,40E,https://links.sgx.com/1.0.0/corporate-announcements/6GWV2D6N0HL1TLJE/SEGL%20-%20Annual%20Report%202018%20-%2015%20April%202019.pdf,STOCKS,Yes,Communication Services
SPH REIT MANAGEMENT PTE. LTD.,SPH REIT MANAGEMENT PRIVATE LIMITED,SK6U,https://links.sgx.com/1.0.0/corporate-announcements/R9GE2NZY5R74PU2O/SPH%20REIT%20Annual%20Report%202018.pdf,REIT,Yes,Real Estate
SPINDEX INDUSTRIES LIMITED,SPINDEX INDUSTRIES LIMITED,564,https://links.sgx.com/1.0.0/corporate-announcements/V9EPCHV5CIODAIPL/Spindex%20Industries%20AR2018.pdf,STOCKS,Yes,Industrials
SRI TRANG AGRO-INDUSTRY PCL,SRI TRANG AGRO-INDUSTRY PCL,NC2,https://links.sgx.com/1.0.0/corporate-announcements/OCPZH2VTBDE75BDV/Annual%20Report%20SRI%20TRANG%20EN%202018.pdf,STOCKS,Yes,Consumer Discretionary
STAMFORD LAND CORPORATION LTD,STAMFORD LAND CORPORATION LIMITED,H07,https://links.sgx.com/1.0.0/corporate-announcements/AFDXYR2WO9FBHC73/Stamford%20Land%20AR2017-18.pdf,STOCKS,Yes,Consumer Discretionary
STAMFORD TYRES CORPORATION LIMITED,STAMFORD TYRES CORPORATION LIMITED,S29,https://links.sgx.com/1.0.0/corporate-announcements/OLQG5I9VG0Q2LD6L/StamfordTyres_Annual%20Report%2018.pdf,STOCKS,Yes,Consumer Discretionary
STARBURST HOLDINGS LIMITED,STARBURST HOLDINGS LIMITED,40D,https://links.sgx.com/1.0.0/corporate-announcements/XBN767T49OOI9VJT/Starburst%20Annual%20Report%20-%20FY2018.pdf,STOCKS,Yes,Industrials
STARHUB LTD.,STARHUB LIMITED,CC3,https://links.sgx.com/1.0.0/corporate-announcements/I4WFPONAIARDJFQK/StarHubLtdAnnualReport2018.pdf,STOCKS,Yes,Communication Services
STARLAND HOLDINGS LIMITED,STARLAND HOLDINGS LIMITED,5UA,https://links.sgx.com/1.0.0/corporate-announcements/80NRJ3M27RS0FUMR/Starland%20Holdings%20Limited-2018%20Annual%20Report.pdf,STOCKS,Yes,Real Estate
STATE STREET GLOBAL ADVISORS SINGAPORE LIMITED,STATE STREET GLOBAL ADVISORS SINGAPORE LIMITED,ES3,https://links.sgx.com/1.0.0/corporate-announcements/3GKH3AUKM1429769/STI_Annual_Report_2018_Final.pdf,ETF,No,Industrials
STRACO CORPORATION LIMITED,STRACO CORPORATION LIMITED,S85,https://links.sgx.com/1.0.0/corporate-announcements/J97AG011CXRGWL23/Straco%20AR2018_FINAL.pdf,STOCKS,Yes,Consumer Discretionary
SUNMOON FOOD COMPANY LIMITED,SUNMOON FOOD COMPANY LIMITED,AAJ,https://links.sgx.com/1.0.0/corporate-announcements/FPMTAFM6ZVGRQ246/SunMoon%20Food%20Company%20Limited_Annual%20Report%202017_18.pdf,STOCKS,Yes,Consumer Staples
SUNNINGDALE TECH LTD.,SUNNINGDALE TECH LIMITED,BHQ,https://links.sgx.com/1.0.0/corporate-announcements/FZRU3RIDPJYOPMKM/Sunningdale_Tech_Annual_Report_FY2018.pdf,STOCKS,Yes,Industrials
SUNPOWER GROUP LTD.,SUNPOWER GROUP LIMITED,5GD,https://links.sgx.com/1.0.0/corporate-announcements/A76I4R1YD6ELKYGL/16397891_Announcement_AnnualReport2018.PDF,STOCKS,Yes,Industrials
SUNRIGHT LIMITED,SUNRIGHT LIMITED,S71,https://links.sgx.com/1.0.0/corporate-announcements/MJVZLLOL183TMTL6/Sunright%20Annual%20Report%202018.pdf,STOCKS,Yes,Information Technology
SUNRISE SHARES HOLDINGS LTD.,SUNRISE SHARES HOLDINGS LIMITED,581,https://links.sgx.com/1.0.0/corporate-announcements/ZR9FE0BIOF49008L/SSHL%20-%20Annual%20Report%202018.pdf,STOCKS,Yes,Industrials
SUNTAR ECO-CITY LIMITED,SUNTAR ECO-CITY LIMITED,BKZ,https://links.sgx.com/1.0.0/corporate-announcements/C6JM53IX26XUPALE/SEL%20-%20AR2018.pdf,STOCKS,Yes,Health Care
SUNVIC CHEMICAL HOLDINGS LIMITED,SUNVIC CHEMICAL HOLDINGS LIMITED,A7S,,STOCKS,No,Materials
SUTL ENTERPRISE LIMITED,SUTL ENTERPRISE LIMITED,BHU,https://links.sgx.com/1.0.0/corporate-announcements/8IYLW42K7E3R5YSW/SUTL%20AR2018%20Final.pdf,STOCKS,Yes,Consumer Discretionary
SWEE HONG LIMITED,SWEE HONG LIMITED,QF6,https://links.sgx.com/1.0.0/corporate-announcements/GARNNAWLUUFSX3YU/Swee%20Hong%20Limited%20Annual%20Report%202018.pdf,STOCKS,Yes,Industrials
SWIBER HOLDINGS LIMITED,SWIBER HOLDINGS LIMITED,BGK,,STOCKS,No,Energy
SWING MEDIA TECHNOLOGY GRP LTD,SWING MEDIA TECHNOLOGY GRP LIMITED,BEV,,STOCKS,No,Information Technology
SWISSCO HOLDINGS LIMITED,SWISSCO HOLDINGS LIMITED,ADP,,STOCKS,No,Energy
SYNAGIE CORPORATION LTD.,SYNAGIE CORPORATION LIMITED,V2Y,https://links.sgx.com/1.0.0/corporate-announcements/P1Y2O0FBLEHX96QU/Synagie_Annual_Report_2018.pdf,STOCKS,Yes,Information Technology
SYSMA HOLDINGS LIMITED,SYSMA HOLDINGS LIMITED,5UO,https://links.sgx.com/1.0.0/corporate-announcements/6T27JE2A9XZ2HO4M/SHL_Annual%20Report_FY2018.pdf,STOCKS,Yes,Industrials
T T J HOLDINGS LIMITED,T T J HOLDINGS LIMITED,K1Q,https://links.sgx.com/1.0.0/corporate-announcements/XC4NI5FJO8W44EQE/TTJ-Annual%20Report%202018.pdf,STOCKS,Yes,Industrials
TA CORPORATION LTD.,TA CORPORATION LIMITED,PA3,https://links.sgx.com/1.0.0/corporate-announcements/XG2M84SPUPD0IWVF/TA%20Corporation%20Ltd_Annual%20Report%20FY2018.pdf,STOCKS,Yes,Industrials
TAI SIN ELECTRIC LIMITED,TAI SIN ELECTRIC LIMITED,500,https://links.sgx.com/1.0.0/corporate-announcements/IIR1NRMQJS26CYD8/Tai%20Sin%20AR2018.pdf,STOCKS,Yes,Industrials
TALKMED GROUP LIMITED,TALKMED GROUP LIMITED,5G3,https://links.sgx.com/1.0.0/corporate-announcements/WC5QQEQ9ZYPLA0XR/TGL%20-%20Annual%20Report%202018.pdf,STOCKS,Yes,Health Care
TAN CHONG INTERNATIONAL LIMITED,TAN CHONG INTERNATIONAL LIMITED,T15,https://links.sgx.com/1.0.0/corporate-announcements/R9BA3IG07L494Q6M/LTN201904251114.pdf,STOCKS,Yes,Consumer Discretionary
TAT SENG PACKAGING GROUP LTD,TAT SENG PACKAGING GROUP LIMITED,T12,https://links.sgx.com/1.0.0/corporate-announcements/W33MVNAAIQXEJOP8/Tat_Seng_AR.pdf,STOCKS,Yes,Materials
TECHNICS OIL & GAS LIMITED,TECHNICS OIL & GAS LIMITED,5CQ,,STOCKS,No,Energy
TECKWAH INDUSTRIAL CORPORATION LTD,TECKWAH INDUSTRIAL CORPORATION LIMITED,561,https://links.sgx.com/1.0.0/corporate-announcements/XJH3I0VUVLDDDE06/TICL_Annual_Report_2018_Final.pdf,STOCKS,Yes,Industrials
TEE INTERNATIONAL LIMITED,TEE INTERNATIONAL LIMITED,M1Z,https://links.sgx.com/1.0.0/corporate-announcements/4TUHZLLOFRBWFNWH/TEEIntl%20Annual%20Report%202018_final.pdf,STOCKS,Yes,Industrials
TEE LAND LIMITED,TEE LAND LIMITED,S9B,https://links.sgx.com/1.0.0/corporate-announcements/BZZLUMXHTNK180DI/TEE%20Land%20AR%202018.pdf,STOCKS,Yes,Real Estate
TEHO INTERNATIONAL INC LTD.,TEHO INTERNATIONAL INC LIMITED,5OQ,https://links.sgx.com/1.0.0/corporate-announcements/AHKU7ASLRPHKY6SU/Annual%20Report%20FY2018.pdf,STOCKS,Yes,Industrials
TELECHOICE INTERNATIONAL LIMITED,TELECHOICE INTERNATIONAL LIMITED,T41,https://links.sgx.com/1.0.0/corporate-announcements/5S2ZAH0JJELKCA69/Telechoice_Annual_Report_2018.pdf,STOCKS,Yes,Information Technology
TEMASEK HOLDINGS PRIVATE LIMITED,TEMASEK HOLDINGS PRIVATE LIMITED,,,OTHER,Yes,Financials
THAI BEVERAGE PUBLIC CO LTD,THAI BEVERAGE PUBLIC COMPANY LIMITED,Y92,https://links.sgx.com/1.0.0/corporate-announcements/579V7U2HO6WXMFH9/THBEV_AR_2018.pdf,STOCKS,Yes,Consumer Staples
THAKRAL CORPORATION LTD,THAKRAL CORPORATION LIMITED,AWI,https://links.sgx.com/1.0.0/corporate-announcements/UB0WA2IRWLYPIGKX/ThakralCorp_AR2018.pdf,STOCKS,Yes,Consumer Discretionary
THE HOUR GLASS LIMITED,THE HOUR GLASS LIMITED,AGS,https://links.sgx.com/1.0.0/corporate-announcements/GMX36BS7P01XTGBL/THG_AnnualReport2018_SGX.pdf,STOCKS,Yes,Consumer Discretionary
THE PLACE HOLDINGS LIMITED,THE PLACE HOLDINGS LIMITED,E27,https://links.sgx.com/1.0.0/corporate-announcements/N5G3TVTNHM0OS6EI/TPHL%20-%20AR2018.pdf,STOCKS,Yes,Communication Services
THE STRAITS TRADING COMPANY LIMITED,THE STRAITS TRADING COMPANY LIMITED,S20,https://links.sgx.com/1.0.0/corporate-announcements/YMBM5PL1G9CKBDMV/STC_AR_2018.pdf,STOCKS,Yes,Materials
THE STRATECH GROUP LIMITED,THE STRATECH GROUP LIMITED,BRR,,STOCKS,No,Information Technology
THE TRENDLINES GROUP LTD.,THE TRENDLINES GROUP LIMITED,42T,https://links.sgx.com/1.0.0/corporate-announcements/Q178X8D6L4SVE48M/01%20%20Corrigendum%20AR-FY2018.pdf,STOCKS,Yes,Financials
THOMSON MEDICAL GROUP LIMITED,THOMSON MEDICAL GROUP LIMITED,A50,https://links.sgx.com/1.0.0/corporate-announcements/GOLNA6D6E8AI35SZ/Thomson%20Medical_AR18.pdf,STOCKS,Yes,Industrials
TIANJIN ZHONG XIN PHARM GROUP,TIANJIN ZHONG XIN PHARM GROUP,T14,https://links.sgx.com/1.0.0/corporate-announcements/1DDOPGKMUF4MT3J6/20190424%20Tianjin%20Zhong%20Xin%20Pharmaceutical%20Group%20Corporation%20Limited_Annual%20Report%202018.pdf,STOCKS,Yes,Health Care
TIH LIMITED,TIH LIMITED,T55,https://links.sgx.com/1.0.0/corporate-announcements/80FDCWJKHUK4476R/TIH_Limited_Annual_Report_2018.pdf,STOCKS,Yes,Financials
TIONG SENG HOLDINGS LIMITED,TIONG SENG HOLDINGS LIMITED,BFI,https://links.sgx.com/FileOpen/Tiong%20Seng%20Holdings%20Limited_Annual%20Report%202018.ashx?App=Announcement&FileID=550917,STOCKS,Yes,Industrials
TIONG WOON CORPORATION HOLDING LTD,TIONG WOON CORPORATION HOLDING LIMITED,BQM,https://links.sgx.com/1.0.0/corporate-announcements/32FFPE81JYUA428Z/TWCH%20-%20Annual%20Report%202018.pdf,STOCKS,Yes,Industrials
TLV HOLDINGS LIMITED,TLV HOLDINGS LIMITED,42L,https://links.sgx.com/1.0.0/corporate-announcements/PMP5G1UGXQ0A0N47/TLV%20AR18%20-%20Full%20AR%202018.pdf,STOCKS,Yes,Consumer Discretionary
TOP GLOBAL LIMITED,TOP GLOBAL LIMITED,BHO,https://links.sgx.com/1.0.0/corporate-announcements/9NX38GBDV3MPDQT0/TGL%20-%20AR%20FY2018.pdf,STOCKS,Yes,Real Estate
TOP GLOVE CORPORATION BHD,TOP GLOVE CORPORATION BHD,BVA,https://links.sgx.com/1.0.0/corporate-announcements/7FB8LA3SVMVG1HWA/TopGlove_Annual_Report_2018_Cover_to_Page_59.pdf,STOCKS,Yes,Health Care
TOSEI CORPORATION,TOSEI CORPORATION,S2D,,STOCKS,No,Real Estate
TOYOTA MOTOR,TOYOTA MOTOR,,,ADR,No,
TRANSCORP HOLDINGS LIMITED,TRANSCORP HOLDINGS LIMITED,T19,https://links.sgx.com/1.0.0/corporate-announcements/PG2P08V0PMNVHQLR/Transcorp%20-%20Annual%20Return%202018.pdf,STOCKS,Yes,Consumer Discretionary
TRANSIT-MIXED CONCRETE LTD,TRANSIT-MIXED CONCRETE LIMITED,570,https://links.sgx.com/1.0.0/corporate-announcements/FAJEYWW2A3IKSQNU/TMC%20AR2018.pdf,STOCKS,Yes,Materials
TRAVELITE HOLDINGS LTD.,TRAVELITE HOLDINGS LIMITED,BCZ,https://links.sgx.com/1.0.0/corporate-announcements/IJ4LEHFVXKIWCRU9/Annual%20Report%20FY2018.pdf,STOCKS,Yes,Consumer Discretionary
TREK 2000 INTERNATIONAL LTD,TREK 2000 INTERNATIONAL LIMITED,5AB,https://links.sgx.com/1.0.0/corporate-announcements/FTDHSGVIFXGEQ4OM/Trek%202000%20-%20Full%20AR%202018.pdf,STOCKS,Yes,Information Technology
TRICKLESTAR LIMITED,TRICKLESTAR LIMITED,CYW,,STOCKS,No,Industrials
TRIP.COM GROUP LIMITED,TRIPCOM GROUP LIMITED,,,ADR,No,
TRITECH GROUP LIMITED,TRITECH GROUP LIMITED,5G9,https://links.sgx.com/1.0.0/corporate-announcements/2R5WTZD468SE35GD/Tritech%20Group%20Limited%20Addendum%20dated%2013%20July%202018.pdf,STOCKS,Yes,Industrials
TSH CORPORATION LIMITED,TSH CORPORATION LIMITED,KUH,https://links.sgx.com/1.0.0/corporate-announcements/P1EVCTVG8LAD6K4Q/TSH_Annual_Report_2018_final.pdf,STOCKS,Yes,Consumer Discretionary
TT INTERNATIONAL LIMITED,TT INTERNATIONAL LIMITED,T09,https://links.sgx.com/1.0.0/corporate-announcements/U62391OYT20DHFLB/TTIL_Annual_Report_2018.pdf,STOCKS,Yes,Consumer Discretionary
TUAN SING HOLDINGS LIMITED,TUAN SING HOLDINGS LIMITED,T24,https://links.sgx.com/1.0.0/corporate-announcements/DVTZENP5Y6Z3P35U/TBA-190326-%20FY2018%20Annual%20Report%20and%20LTS.pdf,STOCKS,Yes,Real Estate
TUNG LOK RESTAURANTS (2000) LTD,TUNG LOK RESTAURANTS (2000) LIMITED,540,https://links.sgx.com/1.0.0/corporate-announcements/8YLSU3ZGG99UEWO8/Tung%20Lok%20AR2018.PDF,STOCKS,Yes,Consumer Discretionary
TYE SOON LIMITED,TYE SOON LIMITED,BFU,https://links.sgx.com/1.0.0/corporate-announcements/FXA0HX4FHUZET9WC/TyeSoonAR2018.pdf,STOCKS,Yes,Consumer Discretionary
UG HEALTHCARE CORPORATION LIMITED,UG HEALTHCARE CORPORATION LIMITED,41A,https://links.sgx.com/1.0.0/corporate-announcements/EFXMIH6UHC46U69D/UG%20Healthcare_Annual%20Report%202018.pdf,STOCKS,Yes,Health Care
UMS HOLDINGS LIMITED,UMS HOLDINGS LIMITED,558,https://links.sgx.com/1.0.0/corporate-announcements/EJ6T3Q666LIOU6UQ/UMS_Annual%20Report%20FYE2018.pdf,STOCKS,Yes,Information Technology
UNI-ASIA GROUP LIMITED,UNI-ASIA GROUP LIMITED,CHJ,https://links.sgx.com/1.0.0/corporate-announcements/2S8GAWK53VPUNGYD/Uni-Asia%20Group%20Limited%20Annual%20Report%20FY2018.pdf,STOCKS,Yes,Financials
UNION GAS HOLDINGS LIMITED,UNION GAS HOLDINGS LIMITED,1F2,https://links.sgx.com/1.0.0/corporate-announcements/THK3CRLMYBPKFNIP/Union_Gas_Holdings_Limited_Annual_Report_2018.pdf,STOCKS,Yes,Utilities
UNION STEEL HOLDINGS LIMITED,UNION STEEL HOLDINGS LIMITED,BLA,https://links.sgx.com/1.0.0/corporate-announcements/AHS1HB9RTKB4L6HJ/Union%20-%20Annual%20Report%202018.pdf,STOCKS,Yes,Industrials
UNITED ENGINEERS LIMITED,UNITED ENGINEERS LIMITED,U04,https://links.sgx.com/1.0.0/corporate-announcements/7LJ8OUVWYUOA9TF2/UEL%20Annual%20Report%202018.pdf,STOCKS,Yes,Real Estate
UNITED FOOD HOLDINGS LIMITED,UNITED FOOD HOLDINGS LIMITED,AZR,,STOCKS,No,Consumer Staples
UNITED GLOBAL LIMITED,UNITED GLOBAL LIMITED,43P,https://links.sgx.com/1.0.0/corporate-announcements/R86930LY5Y9OFU3L/UGL_Annual_Report_FY2018.pdf,STOCKS,Yes,Materials
UNITED INDUSTRIAL CORPORATION LIMITED,UNITED INDUSTRIAL CORPORATION LIMITED,U06,https://links.sgx.com/1.0.0/corporate-announcements/LX5W2GAFJ3FQL1D4/UIC%20AR18%20Final.pdf,STOCKS,Yes,Real Estate
UNITED OVERSEAS AUSTRALIA LTD,UNITED OVERSEAS AUSTRALIA LIMITED,EH5,https://links.sgx.com/1.0.0/corporate-announcements/W79FJPDCBA8GOTAM/UOA_Limited_Annual_Report_2018.pdf,STOCKS,Yes,Real Estate
UNITED OVERSEAS BANK LIMITED,UNITED OVERSEAS BANK LIMITED,U11,https://links.sgx.com/1.0.0/corporate-announcements/3Y22YNVBEV4G98PL/UOB-A2019-22%20%20Corrigendum%20to%20Annual%20Report.pdf,STOCKS,Yes,Financials
UNITED OVERSEAS INSURANCE LIMITED,UNITED OVERSEAS INSURANCE LIMITED,U13,https://links.sgx.com/1.0.0/corporate-announcements/LUJYSZJTA6N7LSFX/UOIAR2018.pdf,STOCKS,Yes,Financials
UNIVERSAL RESOURCE & SVCS LTD,UNIVERSAL RESOURCE & SVCS LIMITED,BGO,,STOCKS,No,Energy
UNUSUAL LIMITED,UNUSUAL LIMITED,1D1,https://links.sgx.com/1.0.0/corporate-announcements/BK5NSR3IMMX70ELJ/UnUsUaL%20Limited%20-%20AR2018.pdf,STOCKS,Yes,Communication Services
UOB ASSET MANAGEMENT LTD,UOB ASSET MANAGEMENT LIMITED,JK8,,ETF,No,Financials
UOB-KAY HIAN HOLDINGS LIMITED,UOB-KAY HIAN HOLDINGS LIMITED,U10,https://links.sgx.com/1.0.0/corporate-announcements/61LCH8Y71ISB5WD9/UOBKHHL%20Annual%20Report%202018.pdf,STOCKS,No,Financials
UOL GROUP LIMITED,UOL GROUP LIMITED,U14,https://links.sgx.com/1.0.0/corporate-announcements/QV53Z1O99RWQKJ59/UOL%20-%20Annual%20Report%202018.pdf,STOCKS,Yes,Real Estate
UPL LIMITED,UPL LIMITED,,,GDR,No,
USP GROUP LIMITED,USP GROUP LIMITED,BRS,https://links.sgx.com/1.0.0/corporate-announcements/DQQ75AXTVLP5FRU0/USP%20AR18_Final.pdf,STOCKS,Yes,Energy
VALLIANZ HOLDINGS LIMITED,VALLIANZ HOLDINGS LIMITED,WPC,https://links.sgx.com/1.0.0/corporate-announcements/NU5CCVXFN6CBYGST/VHL%20-%20Annual%20Report%202018.pdf,STOCKS,Yes,Energy
VALUEMAX GROUP LIMITED,VALUEMAX GROUP LIMITED,T6I,https://links.sgx.com/1.0.0/corporate-announcements/3WAQPLN7Q0CNB88S/ValueMax_AR2018_SGX.pdf,STOCKS,Yes,Financials
VALUETRONICS HOLDINGS LIMITED,VALUETRONICS HOLDINGS LIMITED,BN2,https://links.sgx.com/1.0.0/corporate-announcements/UAAR207I48RNE98N/VHL%20-%20Annual%20Report%202018.pdf,STOCKS,Yes,Information Technology
VENTURE CORPORATION LIMITED,VENTURE CORPORATION LIMITED,V03,https://links.sgx.com/1.0.0/corporate-announcements/I2YJ8MMXZMZ71GUG/Venture%20Annual%20Report%202018.pdf,STOCKS,Yes,Information Technology
VERSALINK HOLDINGS LIMITED,VERSALINK HOLDINGS LIMITED,40N,https://links.sgx.com/1.0.0/corporate-announcements/DOQVG04TED6PGAP6/Versalink_AR_2018_final.pdf,STOCKS,Yes,Industrials
VIBRANT GROUP LIMITED,VIBRANT GROUP LIMITED,BIP,https://links.sgx.com/1.0.0/corporate-announcements/EACCML3PFKYM8XTM/Letter%20to%20Shareholders.pdf,STOCKS,Yes,Industrials
VIBROPOWER CORPORATION LIMITED,VIBROPOWER CORPORATION LIMITED,BJD,https://links.sgx.com/1.0.0/corporate-announcements/AWY0WB1TAGUFCKKQ/Vibropower%20Corporation%20Limited%20-%20Annual%20Report%20FYE2018.pdf,STOCKS,Yes,Industrials
VICOM LTD,VICOM LIMITED,V01,https://links.sgx.com/1.0.0/corporate-announcements/S2423EV4TJKOPYGJ/VICOM%20-%20Annual%20Report%202018.pdf,STOCKS,Yes,Industrials
VICPLAS INTERNATIONAL LTD,VICPLAS INTERNATIONAL LIMITED,569,https://links.sgx.com/1.0.0/corporate-announcements/W6S98GRKRL4IF07Y/2018.11.02_VicPlas_AR_2018.pdf,STOCKS,Yes,Health Care
VIKING OFFSHORE AND MARINE LIMITED,VIKING OFFSHORE AND MARINE LIMITED,557,https://links.sgx.com/1.0.0/corporate-announcements/Q3CLUGMYBYI8TWFU/VOM_%20Announcement_Annual%20Report%202018.pdf,STOCKS,Yes,Energy
VIVIDTHREE HOLDINGS LTD.,VIVIDTHREE HOLDINGS LIMITED,OMK,,STOCKS,No,Communication Services
WEE HUR HOLDINGS LTD.,WEE HUR HOLDINGS LIMITED,E3B,https://links.sgx.com/1.0.0/corporate-announcements/B5EUSSU42OSPSNJO/WH%20AR2018%20Final.pdf,STOCKS,Yes,Industrials
WILLAS-ARRAY ELEC (HLDGS) LTD,WILLAS-ARRAY ELEC HOLDINGS LIMITED,BDR,https://links.sgx.com/1.0.0/corporate-announcements/1A73TI3DCFY0FN09/eWAE-20180625-AR.pdf,STOCKS,Yes,Information Technology
WILMAR INTERNATIONAL LIMITED,WILMAR INTERNATIONAL LIMITED,F34,https://links.sgx.com/1.0.0/corporate-announcements/CBJFTUSMXY4Z8E1Z/Wilmar_Annual_Report_2018.pdf,STOCKS,Yes,Consumer Staples
